NAME,COUNT,PCT2PRACE,PCTAIAN,PCTAPI,PCTBLACK,PCTHISPANIC,PCTWHITE,NAME
KARIE,71,0.0,0.0,1.408,2.817,0.0,95.775,KARIE
KARIM,74,1.351,0.0,21.622,12.162,2.703,62.162,KARIM
KARIN,702,0.0,0.142,0.997,0.427,1.852,96.581,KARIN
KARINA,206,0.485,0.0,1.456,1.942,54.854,41.262,KARINA
KARINE,35,0.0,0.0,0.0,2.857,2.857,94.286,KARINE
KARISSA,50,0.0,0.0,4.0,8.0,4.0,84.0,KARISSA
KARL,1421,0.07,0.07,2.604,2.815,0.704,93.737,KARL
KARLA,860,0.349,0.0,0.581,4.302,14.535,80.233,KARLA
KARLEEN,33,0.0,0.0,3.03,9.091,0.0,87.879,KARLEEN
KARLENE,49,0.0,0.0,2.041,8.163,0.0,89.796,KARLENE
KARLI,22,0.0,0.0,0.0,0.0,0.0,100.0,KARLI
KARMA,31,0.0,0.0,9.677,3.226,0.0,87.097,KARMA
KARMEN,33,0.0,0.0,0.0,6.061,3.03,90.909,KARMEN
KAROL,125,0.8,0.8,1.6,4.0,2.4,90.4,KAROL
KAROLYN,56,0.0,0.0,0.0,3.571,0.0,96.429,KAROLYN
KARON,70,0.0,0.0,1.429,8.571,1.429,88.571,KARON
KARRI,59,0.0,0.0,0.0,0.0,1.695,98.305,KARRI
KARRIE,113,0.885,0.0,0.885,0.0,0.0,98.23,KARRIE
KARRY,16,0.0,0.0,0.0,0.0,0.0,100.0,KARRY
KARTHIK,30,0.0,0.0,80.0,0.0,0.0,20.0,KARTHIK
KARY,37,0.0,0.0,0.0,13.514,2.703,83.784,KARY
KARYN,301,0.0,0.0,2.658,1.661,0.332,95.349,KARYN
KASEY,164,0.0,0.61,3.049,1.22,0.61,94.512,KASEY
KASSANDRA,31,0.0,0.0,0.0,9.677,3.226,87.097,KASSANDRA
KATARINA,18,0.0,0.0,0.0,0.0,0.0,100.0,KATARINA
KATARZYNA,106,0.0,0.0,0.0,0.0,0.0,100.0,KATARZYNA
KATE,422,0.0,0.0,3.081,2.844,0.711,93.365,KATE
KATELYN,63,0.0,0.0,9.524,0.0,0.0,90.476,KATELYN
KATERINA,35,2.857,0.0,0.0,0.0,2.857,94.286,KATERINA
KATHARINE,370,0.541,0.0,1.351,0.811,0.27,97.027,KATHARINE
KATHE,25,0.0,0.0,0.0,0.0,0.0,100.0,KATHE
KATHERIN,20,0.0,0.0,0.0,0.0,0.0,100.0,KATHERIN
KATHERINE,4802,0.083,0.083,2.187,1.562,1.833,94.252,KATHERINE
KATHERYN,94,0.0,1.064,1.064,1.064,2.128,94.681,KATHERYN
KATHI,162,0.0,0.617,0.617,0.617,0.0,98.148,KATHI
KATHIE,206,0.0,0.0,5.34,0.971,2.427,91.262,KATHIE
KATHLEEN,10868,0.129,0.092,0.837,0.515,0.773,97.654,KATHLEEN
KATHLYN,46,0.0,0.0,2.174,4.348,2.174,91.304,KATHLYN
KATHRIN,16,0.0,0.0,0.0,0.0,0.0,100.0,KATHRIN
KATHRINE,67,0.0,0.0,0.0,5.97,2.985,91.045,KATHRINE
KATHRYN,4720,0.106,0.042,0.636,1.017,0.975,97.225,KATHRYN
KATHRYNE,35,0.0,0.0,0.0,2.857,0.0,97.143,KATHRYNE
KATHY,3523,0.114,0.142,2.81,2.186,1.731,93.017,KATHY
KATI,34,0.0,0.0,2.941,0.0,0.0,97.059,KATI
KATIE,1110,0.18,0.0,2.523,2.252,0.541,94.505,KATIE
KATINA,73,0.0,0.0,0.0,31.507,0.0,68.493,KATINA
KATRIN,30,0.0,0.0,0.0,0.0,0.0,100.0,KATRIN
KATRINA,636,0.786,0.157,1.572,13.522,2.044,81.918,KATRINA
KATY,143,0.0,0.0,6.294,0.699,3.497,89.51,KATY
KAUSHIK,35,0.0,2.857,77.143,0.0,2.857,17.143,KAUSHIK
KAVITA,54,0.0,0.0,77.778,0.0,0.0,22.222,KAVITA
KAVITHA,34,0.0,2.941,79.412,0.0,0.0,17.647,KAVITHA
KAY,994,0.101,0.101,3.823,3.119,1.006,91.851,KAY
KAYCE,21,0.0,0.0,0.0,0.0,0.0,100.0,KAYCE
KAYE,149,0.0,0.0,1.342,4.027,0.671,93.96,KAYE
KAYLA,252,0.0,0.0,3.571,1.984,1.587,92.857,KAYLA
KAYLEE,24,0.0,0.0,0.0,0.0,0.0,100.0,KAYLEE
KAYLEEN,17,0.0,0.0,0.0,0.0,0.0,100.0,KAYLEEN
KAYLYN,18,0.0,0.0,0.0,0.0,0.0,100.0,KAYLYN
KAZIMIERZ,34,0.0,0.0,0.0,0.0,0.0,100.0,KAZIMIERZ
KE,37,0.0,0.0,100.0,0.0,0.0,0.0,KE
KEE,15,0.0,0.0,100.0,0.0,0.0,0.0,KEE
KEEGAN,27,0.0,0.0,0.0,0.0,0.0,100.0,KEEGAN
KEELY,76,0.0,1.316,0.0,2.632,0.0,96.053,KEELY
KEENAN,31,0.0,0.0,6.452,29.032,0.0,64.516,KEENAN
KEIKO,41,4.878,0.0,60.976,4.878,0.0,29.268,KEIKO
KEISHA,80,0.0,0.0,0.0,72.5,2.5,25.0,KEISHA
KEITH,5495,0.182,0.091,1.601,4.531,0.637,92.957,KEITH
KELI,44,2.273,0.0,2.273,4.545,0.0,90.909,KELI
KELLE,39,0.0,0.0,0.0,0.0,0.0,100.0,KELLE
KELLEE,46,0.0,0.0,2.174,10.87,0.0,86.957,KELLEE
KELLEEN,15,0.0,0.0,0.0,0.0,0.0,100.0,KELLEEN
KELLEY,670,0.0,0.299,0.597,1.045,0.149,97.91,KELLEY
KELLI,880,0.227,0.227,0.568,2.727,0.455,95.795,KELLI
KELLIE,518,0.386,0.386,0.965,1.544,0.772,95.946,KELLIE
KELLY,7218,0.097,0.139,1.538,0.707,0.707,96.814,KELLY
KELSEY,149,0.671,0.0,0.671,1.342,0.671,96.644,KELSEY
KELVIN,232,0.0,0.431,25.431,40.517,5.172,28.448,KELVIN
KEN,590,0.0,0.0,26.102,1.356,0.847,71.695,KEN
KENDAL,31,0.0,0.0,0.0,9.677,3.226,87.097,KENDAL
KENDALL,251,0.0,0.0,1.594,6.375,0.797,91.235,KENDALL
KENDRA,470,0.426,0.213,0.638,7.234,0.426,91.064,KENDRA
KENDRICK,35,0.0,0.0,8.571,37.143,0.0,54.286,KENDRICK
KENIA,30,0.0,0.0,0.0,10.0,73.333,16.667,KENIA
KENNA,33,0.0,0.0,0.0,6.061,0.0,93.939,KENNA
KENNETH,12501,0.152,0.088,2.168,4.224,1.064,92.305,KENNETH
KENNY,348,0.575,0.287,37.356,4.023,2.874,54.885,KENNY
KENT,1160,0.086,0.0,4.569,1.81,0.345,93.19,KENT
KENTON,93,0.0,1.075,1.075,5.376,0.0,92.473,KENTON
KENYA,48,4.167,0.0,0.0,70.833,2.083,22.917,KENYA
KENYON,32,0.0,0.0,12.5,6.25,3.125,78.125,KENYON
KEREN,38,0.0,0.0,7.895,2.632,13.158,76.316,KEREN
KERI,400,0.25,0.0,0.75,0.5,1.0,97.5,KERI
KERIN,22,0.0,0.0,0.0,0.0,0.0,100.0,KERIN
KERMIT,70,0.0,0.0,0.0,12.857,0.0,87.143,KERMIT
KERRI,508,0.0,0.0,0.591,0.591,0.984,97.835,KERRI
KERRIE,123,0.0,0.0,0.0,0.813,0.0,99.187,KERRIE
KERRY,1396,0.072,0.143,1.074,2.436,0.788,95.487,KERRY
KERSTIN,53,0.0,3.774,0.0,0.0,0.0,96.226,KERSTIN
KETAN,36,2.778,0.0,77.778,0.0,0.0,19.444,KETAN
KEVAN,34,0.0,0.0,0.0,0.0,0.0,100.0,KEVAN
KEVEN,55,0.0,0.0,3.636,3.636,1.818,90.909,KEVEN
KEVIN,14705,0.088,0.061,3.237,2.836,0.816,92.962,KEVIN
KHALED,60,0.0,3.333,25.0,3.333,3.333,65.0,KHALED
KHALID,92,0.0,2.174,47.826,4.348,1.087,44.565,KHALID
KHALIL,43,0.0,0.0,9.302,9.302,0.0,81.395,KHALIL
KHANG,17,0.0,0.0,100.0,0.0,0.0,0.0,KHANG
KHANH,140,0.714,0.714,97.143,0.0,0.0,1.429,KHANH
KHOA,51,0.0,0.0,94.118,1.961,0.0,3.922,KHOA
KHOI,42,0.0,0.0,95.238,0.0,2.381,2.381,KHOI
KI,76,0.0,0.0,93.421,1.316,0.0,5.263,KI
KIA,35,0.0,0.0,14.286,45.714,0.0,40.0,KIA
KIEN,34,0.0,0.0,97.059,0.0,0.0,2.941,KIEN
KIERAN,62,0.0,0.0,0.0,0.0,3.226,96.774,KIERAN
KIERSTEN,36,0.0,0.0,0.0,5.556,2.778,91.667,KIERSTEN
KIET,46,2.174,0.0,93.478,0.0,0.0,4.348,KIET
KIEU,18,0.0,0.0,100.0,0.0,0.0,0.0,KIEU
KILEY,30,0.0,0.0,0.0,3.333,0.0,96.667,KILEY
KIM,3221,0.373,0.155,9.78,4.409,0.776,84.508,KIM
KIMBALL,24,0.0,0.0,0.0,0.0,0.0,100.0,KIMBALL
KIMBER,52,0.0,0.0,0.0,3.846,0.0,96.154,KIMBER
KIMBERLEE,242,0.0,0.413,2.066,0.413,1.24,95.868,KIMBERLEE
KIMBERLEY,459,0.436,0.0,1.089,5.447,1.525,91.503,KIMBERLEY
KIMBERLI,32,0.0,0.0,3.125,6.25,0.0,90.625,KIMBERLI
KIMBERLIE,53,0.0,0.0,0.0,1.887,1.887,96.226,KIMBERLIE
KIMBERLY,9637,0.176,0.104,0.892,3.756,1.09,93.982,KIMBERLY
KIN,74,0.0,0.0,100.0,0.0,0.0,0.0,KIN
KING,64,1.563,1.563,71.875,9.375,3.125,12.5,KING
KINGA,17,0.0,0.0,0.0,0.0,0.0,100.0,KINGA
KIP,119,0.0,0.0,0.84,0.0,0.0,99.16,KIP
KIRA,89,0.0,0.0,0.0,5.618,1.124,93.258,KIRA
KIRAN,115,0.0,1.739,80.87,0.0,0.87,16.522,KIRAN
KIRBY,142,0.0,0.704,3.521,5.634,1.408,88.732,KIRBY
KIRK,1132,0.088,0.265,1.325,2.385,0.353,95.583,KIRK
KIRSTEN,511,0.0,0.196,0.391,0.196,0.587,98.63,KIRSTEN
KIRSTIN,82,0.0,0.0,2.439,0.0,1.22,96.341,KIRSTIN
KIRT,41,0.0,0.0,2.439,2.439,0.0,95.122,KIRT
KISHORE,42,0.0,0.0,83.333,0.0,0.0,16.667,KISHORE
KIT,75,1.333,0.0,52.0,0.0,0.0,46.667,KIT
KITTY,87,0.0,1.149,19.54,2.299,1.149,75.862,KITTY
KLAUS,93,0.0,0.0,0.0,0.0,1.075,98.925,KLAUS
KOJI,15,0.0,0.0,100.0,0.0,0.0,0.0,KOJI
KONG,31,3.226,0.0,96.774,0.0,0.0,0.0,KONG
KONRAD,39,0.0,0.0,2.564,2.564,5.128,89.744,KONRAD
KONSTANTIN,53,0.0,0.0,5.66,0.0,0.0,94.34,KONSTANTIN
KONSTANTINOS,49,0.0,0.0,0.0,0.0,2.041,97.959,KONSTANTINOS
KOREY,45,0.0,0.0,0.0,13.333,0.0,86.667,KOREY
KORI,76,0.0,0.0,0.0,1.316,0.0,98.684,KORI
KORY,122,0.0,0.0,1.639,1.639,0.0,96.721,KORY
KOSTAS,18,0.0,0.0,0.0,0.0,0.0,100.0,KOSTAS
KOU,19,0.0,0.0,100.0,0.0,0.0,0.0,KOU
KRAIG,85,0.0,0.0,1.176,2.353,1.176,95.294,KRAIG
KRIS,467,0.214,0.0,5.139,0.428,1.285,92.934,KRIS
KRISHNA,134,1.493,2.239,67.91,1.493,1.493,25.373,KRISHNA
KRISTA,794,0.0,0.0,0.504,0.504,0.882,98.111,KRISTA
KRISTAL,65,0.0,1.538,3.077,6.154,6.154,83.077,KRISTAL
KRISTAN,81,0.0,0.0,2.469,0.0,3.704,93.827,KRISTAN
KRISTEN,2484,0.081,0.04,0.282,0.564,0.805,98.229,KRISTEN
KRISTI,1040,0.192,0.385,1.923,1.058,1.154,95.288,KRISTI
KRISTIAN,104,0.0,0.0,0.0,0.962,5.769,93.269,KRISTIAN
KRISTIE,479,0.209,0.209,2.923,1.253,1.044,94.363,KRISTIE
KRISTIN,2586,0.0,0.0,0.657,0.503,0.58,98.26,KRISTIN
KRISTINA,1186,0.169,0.084,1.602,1.349,2.108,94.688,KRISTINA
KRISTINE,1566,0.255,0.064,2.81,0.447,1.149,95.275,KRISTINE
KRISTOFER,71,0.0,0.0,2.817,0.0,2.817,94.366,KRISTOFER
KRISTOFFER,43,0.0,0.0,11.628,2.326,0.0,86.047,KRISTOFFER
KRISTOPHER,445,0.0,0.225,0.899,1.124,1.348,96.404,KRISTOPHER
KRISTY,740,0.135,0.0,2.027,1.486,0.676,95.676,KRISTY
KRISTYN,57,0.0,0.0,0.0,0.0,0.0,100.0,KRISTYN
KRYSTA,22,0.0,0.0,0.0,0.0,0.0,100.0,KRYSTA
KRYSTAL,215,0.465,0.465,0.465,12.558,5.116,80.93,KRYSTAL
KRYSTLE,48,2.083,0.0,2.083,16.667,8.333,70.833,KRYSTLE
KRYSTYNA,71,0.0,1.408,1.408,0.0,1.408,95.775,KRYSTYNA
KRZYSZTOF,140,0.0,0.0,0.714,0.0,0.0,99.286,KRZYSZTOF
KULWANT,34,0.0,0.0,88.235,0.0,2.941,8.824,KULWANT
KULWINDER,37,0.0,8.108,81.081,0.0,0.0,10.811,KULWINDER
KUMAR,50,0.0,6.0,68.0,0.0,0.0,26.0,KUMAR
KUN,49,0.0,0.0,100.0,0.0,0.0,0.0,KUN
KUO,22,0.0,0.0,100.0,0.0,0.0,0.0,KUO
KURT,1674,0.119,0.0,0.777,0.956,0.239,97.909,KURT
KURTIS,185,0.0,0.0,2.703,0.0,0.0,97.297,KURTIS
KWANG,69,0.0,0.0,94.203,0.0,0.0,5.797,KWANG
KWOK,56,0.0,0.0,100.0,0.0,0.0,0.0,KWOK
KWONG,18,0.0,0.0,100.0,0.0,0.0,0.0,KWONG
KY,41,2.439,0.0,78.049,0.0,0.0,19.512,KY
KYAW,21,0.0,0.0,100.0,0.0,0.0,0.0,KYAW
KYLA,44,0.0,0.0,0.0,0.0,0.0,100.0,KYLA
KYLE,2487,0.161,0.121,1.568,1.407,0.362,96.381,KYLE
KYLIE,58,0.0,0.0,1.724,3.448,0.0,94.828,KYLIE
KYMBERLY,31,0.0,0.0,3.226,6.452,0.0,90.323,KYMBERLY
KYONG,53,0.0,0.0,86.792,1.887,1.887,9.434,KYONG
KYRA,62,0.0,0.0,3.226,12.903,0.0,83.871,KYRA
KYU,34,0.0,0.0,100.0,0.0,0.0,0.0,KYU
KYUNG,183,0.0,0.546,95.628,0.0,0.546,3.279,KYUNG
LACEY,170,0.0,0.0,0.0,1.765,0.0,98.235,LACEY
LACY,105,0.0,0.952,0.0,7.619,0.952,90.476,LACY
LADONNA,141,0.709,0.0,0.709,24.113,0.0,74.468,LADONNA
LAEL,23,0.0,0.0,0.0,0.0,0.0,100.0,LAEL
LAI,80,0.0,0.0,97.5,1.25,0.0,1.25,LAI
LAILA,56,0.0,0.0,17.857,3.571,5.357,73.214,LAILA
LAIRD,15,0.0,0.0,0.0,0.0,0.0,100.0,LAIRD
LAKISHA,34,0.0,0.0,0.0,91.176,0.0,8.824,LAKISHA
LAKSHMI,71,1.408,1.408,81.69,0.0,2.817,12.676,LAKSHMI
LAM,90,0.0,0.0,100.0,0.0,0.0,0.0,LAM
LAMAR,75,1.333,0.0,0.0,26.667,0.0,72.0,LAMAR
LAMONT,71,0.0,0.0,1.408,49.296,0.0,49.296,LAMONT
LAN,171,0.0,0.0,89.474,0.585,1.17,8.772,LAN
LANA,445,0.225,0.0,2.697,2.472,0.899,93.708,LANA
LANCE,1254,0.159,0.399,2.951,2.073,1.196,93.222,LANCE
LANDON,88,0.0,0.0,0.0,3.409,0.0,96.591,LANDON
LANE,162,1.235,0.0,1.235,3.086,0.617,93.827,LANE
LANETTE,56,0.0,0.0,0.0,7.143,3.571,89.286,LANETTE
LANI,89,0.0,0.0,15.73,1.124,0.0,83.146,LANI
LANNY,89,0.0,0.0,5.618,2.247,2.247,89.888,LANNY
LARA,323,0.0,0.31,0.929,0.619,2.167,95.975,LARA
LARAINE,49,0.0,0.0,4.082,8.163,2.041,85.714,LARAINE
LARISA,121,0.0,0.0,0.826,0.0,1.653,97.521,LARISA
LARISSA,135,0.0,0.0,4.444,4.444,3.704,87.407,LARISSA
LARRY,6650,0.18,0.211,1.383,5.955,1.835,90.436,LARRY
LARS,108,0.0,0.0,0.0,0.0,0.926,99.074,LARS
LARUE,21,0.0,0.0,0.0,0.0,0.0,100.0,LARUE
LARYSA,19,0.0,0.0,0.0,0.0,0.0,100.0,LARYSA
LASZLO,53,0.0,0.0,1.887,0.0,0.0,98.113,LASZLO
LATANYA,32,0.0,0.0,0.0,96.875,0.0,3.125,LATANYA
LATASHA,82,1.22,0.0,0.0,86.585,3.659,8.537,LATASHA
LATISHA,40,0.0,0.0,0.0,65.0,2.5,32.5,LATISHA
LATONYA,66,0.0,3.03,0.0,93.939,0.0,3.03,LATONYA
LATOYA,93,0.0,0.0,0.0,91.398,4.301,4.301,LATOYA
LATRICE,32,0.0,0.0,0.0,90.625,3.125,6.25,LATRICE
LAUNA,18,0.0,0.0,0.0,0.0,0.0,100.0,LAUNA
LAURA,9518,0.137,0.137,0.872,0.756,5.589,92.509,LAURA
LAURALEE,22,0.0,0.0,0.0,0.0,0.0,100.0,LAURALEE
LAUREEN,101,0.99,0.0,1.98,2.97,0.99,93.069,LAUREEN
LAUREL,579,0.345,0.345,1.036,1.554,0.518,96.2,LAUREL
LAUREN,2286,0.262,0.175,0.962,1.4,0.962,96.238,LAUREN
LAURENCE,491,0.0,0.204,2.24,3.462,0.815,93.279,LAURENCE
LAURENE,43,0.0,0.0,2.326,0.0,0.0,97.674,LAURENE
LAURENT,49,0.0,0.0,4.082,8.163,0.0,87.755,LAURENT
LAURETTA,42,0.0,0.0,0.0,2.381,2.381,95.238,LAURETTA
LAURI,207,0.0,0.0,0.0,0.483,0.966,98.551,LAURI
LAURIE,2800,0.143,0.107,0.714,0.536,1.214,97.286,LAURIE
LAURIN,20,0.0,0.0,0.0,0.0,0.0,100.0,LAURIN
LAURO,45,0.0,0.0,15.556,0.0,75.556,8.889,LAURO
LAVERN,52,0.0,0.0,0.0,25.0,0.0,75.0,LAVERN
LAVERNE,150,0.0,0.0,1.333,34.667,2.0,62.0,LAVERNE
LAVON,36,0.0,0.0,2.778,16.667,0.0,80.556,LAVON
LAVONNE,88,0.0,0.0,0.0,10.227,2.273,87.5,LAVONNE
LAWANDA,37,0.0,0.0,0.0,75.676,0.0,24.324,LAWANDA
LAWRENCE,4581,0.153,0.109,2.489,4.191,2.205,90.854,LAWRENCE
LAYNE,78,0.0,0.0,5.128,0.0,0.0,94.872,LAYNE
LAZARO,75,0.0,1.333,5.333,0.0,89.333,4.0,LAZARO
LE,83,0.0,0.0,85.542,1.205,0.0,13.253,LE
LEA,264,0.0,0.0,7.955,1.515,2.273,88.258,LEA
LEAH,1042,0.288,0.096,2.687,2.591,1.344,92.994,LEAH
LEANDRO,43,0.0,0.0,13.953,0.0,67.442,18.605,LEANDRO
LEANN,271,0.369,0.738,2.214,1.107,2.952,92.62,LEANN
LEANNA,100,0.0,0.0,6.0,3.0,2.0,89.0,LEANNA
LEANNE,393,0.254,0.254,1.527,0.254,1.781,95.929,LEANNE
LEE,2497,0.04,0.08,4.165,4.445,0.961,90.308,LEE
LEEANN,151,0.0,0.0,3.311,1.325,0.662,94.702,LEEANN
LEENA,50,0.0,0.0,62.0,0.0,2.0,36.0,LEENA
LEESA,51,0.0,0.0,0.0,1.961,1.961,96.078,LEESA
LEI,116,0.0,0.0,96.552,0.0,0.862,2.586,LEI
LEIF,90,1.111,0.0,0.0,0.0,1.111,97.778,LEIF
LEIGH,618,0.0,0.162,1.294,1.456,0.485,96.602,LEIGH
LEIGHTON,39,0.0,0.0,10.256,25.641,0.0,64.103,LEIGHTON
LEILA,163,0.0,0.0,12.883,6.135,6.135,74.847,LEILA
LEILANI,72,1.389,0.0,31.944,2.778,4.167,59.722,LEILANI
LEISA,67,0.0,0.0,0.0,5.97,0.0,94.03,LEISA
LELA,63,0.0,0.0,0.0,23.81,3.175,73.016,LELA
LELAND,249,0.0,0.0,6.024,2.41,0.402,91.165,LELAND
LELIA,32,0.0,0.0,3.125,31.25,12.5,53.125,LELIA
LEN,49,0.0,0.0,18.367,8.163,0.0,73.469,LEN
LENA,287,0.0,0.697,9.408,11.498,4.181,74.216,LENA
LENARD,33,0.0,0.0,9.091,9.091,0.0,81.818,LENARD
LENNY,42,0.0,0.0,14.286,7.143,9.524,69.048,LENNY
LENORA,111,0.0,0.901,3.604,21.622,2.703,71.171,LENORA
LENORE,166,0.0,0.0,1.205,4.217,3.012,91.566,LENORE
LEO,810,0.123,0.123,7.778,4.321,6.667,80.988,LEO
LEOBARDO,45,0.0,0.0,0.0,0.0,100.0,0.0,LEOBARDO
LEON,693,0.144,0.577,4.185,19.048,3.175,72.872,LEON
LEONA,180,0.0,0.0,2.778,8.889,1.667,86.667,LEONA
LEONARD,1857,0.269,0.108,2.1,7.001,3.231,87.291,LEONARD
LEONARDO,257,0.0,0.0,12.84,0.389,65.37,21.401,LEONARDO
LEONEL,144,0.0,0.0,1.389,1.389,89.583,7.639,LEONEL
LEONID,148,0.0,0.0,0.676,0.0,1.351,97.973,LEONID
LEONOR,77,0.0,0.0,10.39,1.299,74.026,14.286,LEONOR
LEONORA,59,0.0,0.0,37.288,8.475,10.169,44.068,LEONORA
LEOPOLDO,136,0.735,0.0,9.559,0.0,80.882,8.824,LEOPOLDO
LEORA,34,5.882,0.0,5.882,0.0,0.0,88.235,LEORA
LEROY,621,0.483,0.483,0.966,24.96,4.026,69.082,LEROY
LES,65,0.0,1.538,4.615,0.0,0.0,93.846,LES
LESA,150,0.0,0.667,0.0,5.333,0.0,94.0,LESA
LESLEE,68,0.0,0.0,0.0,0.0,0.0,100.0,LESLEE
LESLEY,438,0.457,0.457,2.283,3.425,2.055,91.324,LESLEY
LESLI,62,0.0,0.0,1.613,0.0,6.452,91.935,LESLI
LESLIE,3964,0.177,0.151,1.615,3.633,1.791,92.634,LESLIE
LESLY,44,0.0,2.273,2.273,22.727,22.727,50.0,LESLY
LESTER,526,0.38,0.19,3.612,11.597,3.042,81.179,LESTER
LESZEK,36,0.0,0.0,2.778,0.0,0.0,97.222,LESZEK
LETA,53,0.0,0.0,1.887,1.887,0.0,96.226,LETA
LETHA,44,0.0,0.0,0.0,13.636,0.0,86.364,LETHA
LETICIA,598,0.334,0.0,6.187,1.338,75.251,16.89,LETICIA
LETITIA,75,0.0,0.0,4.0,21.333,6.667,68.0,LETITIA
LEVI,171,0.0,0.0,2.924,5.848,2.924,88.304,LEVI
LEVON,48,2.083,0.0,2.083,10.417,0.0,85.417,LEVON
LEWIS,695,0.0,0.432,1.727,6.763,0.863,90.216,LEWIS
LEX,17,0.0,0.0,0.0,0.0,0.0,100.0,LEX
LEZLIE,35,0.0,0.0,2.857,0.0,0.0,97.143,LEZLIE
LI,300,0.0,0.0,98.0,0.0,0.667,1.333,LI
LIA,71,1.408,1.408,8.451,4.225,8.451,76.056,LIA
LIAM,66,0.0,0.0,1.515,0.0,1.515,96.97,LIAM
LIAN,38,0.0,0.0,86.842,2.632,2.632,7.895,LIAN
LIANA,74,0.0,0.0,4.054,4.054,16.216,75.676,LIANA
LIANE,74,0.0,0.0,16.216,1.351,1.351,81.081,LIANE
LIANG,70,0.0,0.0,98.571,0.0,0.0,1.429,LIANG
LIANNE,43,0.0,0.0,11.628,0.0,0.0,88.372,LIANNE
LIBBY,55,0.0,0.0,0.0,0.0,3.636,96.364,LIBBY
LIDA,53,0.0,0.0,11.321,0.0,11.321,77.358,LIDA
LIDIA,201,0.0,0.0,2.488,0.995,57.711,38.806,LIDIA
LIEM,40,0.0,0.0,95.0,0.0,2.5,2.5,LIEM
LIEN,80,0.0,0.0,100.0,0.0,0.0,0.0,LIEN
LIESL,31,0.0,0.0,0.0,0.0,0.0,100.0,LIESL
LIGIA,52,0.0,0.0,0.0,0.0,75.0,25.0,LIGIA
LIHUA,19,0.0,0.0,100.0,0.0,0.0,0.0,LIHUA
LIISA,17,0.0,0.0,0.0,0.0,0.0,100.0,LIISA
LILA,138,0.0,0.725,5.072,1.449,3.623,89.13,LILA
LILI,52,1.923,0.0,50.0,0.0,7.692,40.385,LILI
LILIA,202,0.495,0.0,15.347,1.485,56.436,26.238,LILIA
LILIAN,120,0.833,0.0,19.167,3.333,39.167,37.5,LILIAN
LILIANA,176,0.0,0.568,1.136,0.0,71.591,26.705,LILIANA
LILIBETH,32,0.0,0.0,56.25,0.0,15.625,28.125,LILIBETH
LILIYA,38,0.0,0.0,2.632,2.632,0.0,94.737,LILIYA
LILLIAN,676,0.148,0.148,9.024,9.911,12.13,68.639,LILLIAN
LILLIE,122,0.0,0.0,1.639,55.738,0.82,41.803,LILLIE
LILLY,55,0.0,0.0,34.545,3.636,16.364,45.455,LILLY
LILY,258,0.388,0.0,60.465,1.163,7.752,30.233,LILY
LIMING,22,0.0,0.0,100.0,0.0,0.0,0.0,LIMING
LIN,126,0.794,0.0,87.302,0.0,0.0,11.905,LIN
LINA,198,0.0,0.0,28.283,1.515,20.202,50.0,LINA
LINCOLN,108,0.0,0.0,10.185,16.667,4.63,68.519,LINCOLN
LINDA,16217,0.136,0.08,1.899,3.114,2.097,92.674,LINDA
LINDSAY,1050,0.19,0.0,0.476,0.857,0.476,98.0,LINDSAY
LINDSEY,916,0.218,0.109,1.747,1.092,0.764,96.07,LINDSEY
LINDY,85,0.0,0.0,8.235,0.0,0.0,91.765,LINDY
LINETTE,38,0.0,0.0,0.0,7.895,5.263,86.842,LINETTE
LING,95,0.0,0.0,96.842,0.0,1.053,2.105,LING
LINH,163,0.0,0.0,95.706,0.0,0.0,4.294,LINH
LINNEA,61,1.639,0.0,0.0,0.0,3.279,95.082,LINNEA
LINO,50,0.0,0.0,4.0,0.0,66.0,30.0,LINO
LINSEY,34,0.0,0.0,5.882,2.941,2.941,88.235,LINSEY
LINWOOD,52,0.0,0.0,0.0,48.077,1.923,50.0,LINWOOD
LIONEL,158,0.633,0.633,5.696,26.582,11.392,55.063,LIONEL
LIOR,20,0.0,0.0,0.0,0.0,0.0,100.0,LIOR
LISA,14621,0.116,0.109,1.662,2.346,2.127,93.639,LISA
LISANDRO,15,0.0,0.0,0.0,0.0,100.0,0.0,LISANDRO
LISBETH,45,0.0,0.0,0.0,4.444,22.222,73.333,LISBETH
LISE,55,0.0,0.0,0.0,5.455,1.818,92.727,LISE
LISETTE,61,0.0,0.0,4.918,0.0,47.541,47.541,LISETTE
LISSA,46,0.0,0.0,2.174,0.0,6.522,91.304,LISSA
LISSETTE,41,0.0,0.0,0.0,0.0,78.049,21.951,LISSETTE
LITA,40,2.5,0.0,35.0,5.0,7.5,50.0,LITA
LIV,16,0.0,0.0,0.0,0.0,0.0,100.0,LIV
LIVIA,34,0.0,0.0,2.941,2.941,23.529,70.588,LIVIA
LIVIU,19,0.0,0.0,0.0,0.0,0.0,100.0,LIVIU
LIXIN,24,0.0,0.0,100.0,0.0,0.0,0.0,LIXIN
LIZ,43,0.0,0.0,6.977,0.0,39.535,53.488,LIZ
LIZA,170,0.588,0.0,18.235,2.941,11.765,66.471,LIZA
LIZABETH,82,0.0,0.0,1.22,0.0,7.317,91.463,LIZABETH
LIZBETH,53,0.0,0.0,0.0,0.0,43.396,56.604,LIZBETH
LIZETTE,46,0.0,0.0,4.348,4.348,63.043,28.261,LIZETTE
LJILJANA,20,0.0,0.0,0.0,0.0,0.0,100.0,LJILJANA
